scorer,,,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab,lake_lab
labeled-data,20240610_4135_02,img074.png,654.2729389099128,215.44356129341733,885.6174553160507,187.34605081932227,706.8188574122541,234.91631350690008,778.5975756939342,199.58266564614402,903.010048789545,233.7747759084861,799.3878285295993,178.99281597704442
labeled-data,20240610_4135_02,img116.png,615.0970789306234,221.19665961205425,849.3529436005051,191.1479754346617,706.3744018060079,234.6940857037769,672.7886099186072,189.88485902374973,830.0022403993935,233.77477590848605,801.16707980615,179.94174999120477
labeled-data,20240610_4135_02,img168.png,568.2504211931514,237.63408337958828,797.5882776839603,203.8698001090668,698.1519730904497,235.3607691131465,623.2173620493736,205.09255748510753,727.6110424596258,243.6894165540622,797.7271940048187,179.34866623235456
labeled-data,20240610_4135_02,img181.png,551.5390403628251,240.0996969447184,787.1533944187669,208.17179962968956,659.7065631501374,246.91661487555245,622.924906309732,205.09255748510753,729.2334382016292,242.4275531991707,790.8474224021561,178.1624987146541
labeled-data,20240610_4135_02,img203.png,539.758886662759,242.01739638426403,773.5974984282522,205.94952159845764,601.2606780561553,254.9168157879874,622.7786784399113,205.5312410945698,729.0531720080733,242.60781939272664,743.1634881905983,176.5018641898735
labeled-data,20240610_4135_02,img237.png,508.80173856723655,231.60702799815908,746.2634786440995,202.17164894536336,555.0372950065313,248.24998169429162,621.755083351166,205.67746896439053,727.9715748467377,243.1486179733944,680.9498127439117,181.60313021455914
labeled-data,20240610_4135_02,img269.png,476.47480515775294,219.5529172353008,710.7070301443888,197.94932068602267,552.370561369053,248.02775389116843,576.2782158369133,198.8047590828154,723.1043876207276,242.96835177983849,639.9084166314764,190.49938659731248
labeled-data,20240610_4135_02,img320.png,433.7375033621645,215.1696042306251,674.2616704321853,210.39407766092145,550.5927389440675,248.02775389116843,481.9612398025307,198.95098695263616,616.5670672291733,253.0632586189705,638.840865865546,189.90630283846224
labeled-data,20240610_4135_02,img347.png,401.6845270154731,226.94975793069113,644.2609170105543,218.17205077023317,522.8142635536683,246.91661487555245,464.4138954240409,204.06896239636234,577.4493032275367,251.44086287696715,635.7568303195249,187.8898180583715
labeled-data,20240610_4135_02,img363.png,387.16480268748467,231.05911387257464,629.8161098075468,218.61650637647955,468.146223985363,250.47225972552354,464.70635116368237,204.5076460058246,577.9901018082045,251.62112907052307,631.2493937522631,187.17811754775124
labeled-data,20240610_4135_02,img407.png,341.4139899221937,231.05911387257464,584.0371823641692,214.6164059202621,385.2552534204123,246.0277036630597,463.2440724654749,204.5076460058246,575.1058427113096,251.9816614576349,524.5687132615908,189.01695231228211
labeled-data,20240610_4135_02,img430.png,310.18288476387903,230.23724268419795,553.369772660586,203.9494713703489,380.3662417517021,246.0277036630597,428.8805230575991,203.19159517743785,569.157058323964,251.62112907052307,472.9704262416215,190.79620358883278
labeled-data,20240610_4135_02,img506.png,234.29677628030373,237.360126316796,474.0344469456064,218.17205077023323,367.6992569736801,246.24993146618286,294.3508828225107,214.8898247630977,398.44497302649904,261.89630210321104,470.47947445445055,189.2541858158222
labeled-data,20240610_4135_02,img551.png,197.8604869289366,217.90917485854737,437.3668594302797,222.1721512264507,255.91865843900578,248.69443730053803,294.4971106923315,215.4747362423807,398.2647068329431,262.43710068387884,391.12489647945887,191.50790409945301
labeled-data,20240610_4135_02,img621.png,137.86389017743738,177.36352956529674,378.92094720888014,212.83858349527662,201.25061887070046,222.69378433512452,213.77932655127842,177.0168064795239,365.6365257993199,258.6515106192043,329.83328093910956,192.21534761239013
labeled-data,20240610_4135_02,img628.png,133.2066201099694,174.07604481178996,373.8097077370467,217.06091175461728,201.25061887070046,222.24932872887814,204.42074288275052,175.40829991149565,343.2835177983847,256.6685824900891,329.3588139320294,192.21534761239013
labeled-data,20240610_4135_02,img687.png,94.30471719347217,192.70512508166186,334.4753865842417,225.0611126670522,201.47284667382365,221.58264531950857,139.93425229180056,181.69609831378784,296.05377508673126,257.7501796514247,327.6981794072488,192.21534761239013
labeled-data,20240610_4135_02,img724.png,66.90901091424877,213.52586185387162,297.14110887769107,215.50531713275493,197.0282906113598,221.80487312263176,128.96716205524444,186.08293440841027,225.56969340636294,242.60781939272658,315.2434204713942,184.62387549910733
labeled-data,20240610_4135_02,img774.png,33.486251343722714,227.77162911906788,271.14045591227756,202.1716489453634,95.69241429458064,237.13859153813218,128.5284784457822,185.79047866876877,225.7499595999189,243.14861797339438,213.70748095623625,178.81165466237513
labeled-data,20240610_4141_03,img001.png,981.930498893748,171.42632152139038,1222.1036671784223,176.20336033608316,1114.3347519778847,190.1459945468486,1022.2107867696875,150.5877962220277,1146.9669819592148,202.08873439439418,1236.7283677335727,135.75375686371592
labeled-data,20240610_4141_03,img059.png,880.2949893356221,170.6183018701238,1127.6163746759776,165.2343671127851,933.1672274541761,196.63557751486206,1014.8565481599447,149.99471246317745,1139.7563342169776,200.8268710395027,1058.8056346938706,139.3590807348345
labeled-data,20240610_4141_03,img081.png,844.9407417786688,177.3058881080264,1095.9602451104945,167.8322865604083,932.9869612606202,196.63557751486206,926.6056848430316,146.19897640653602,1091.6252605375446,210.20071310441102,1060.9688290165416,140.4406778961701
labeled-data,20240610_4141_03,img163.png,713.6569076225497,179.3082750259715,964.9096418637228,171.10374067963758,769.1250353285816,208.35288009599748,825.8333188650054,168.01343051308316,960.5717378223841,206.23485684618055,911.3478883651205,141.70254675234924
labeled-data,20240610_4141_03,img224.png,615.3918148031705,186.7658963868297,864.4374764976828,184.39553940402067,731.0888684882807,204.92782241843483,663.374155494154,163.48036654863995,807.7060496972572,216.87056226598037,854.7443035885586,151.25665501081346
labeled-data,20240610_4141_03,img281.png,525.9003584728725,184.280022599877,779.6253120016489,174.890727865672,589.9403949236869,210.15554203155676,628.5718867766524,171.23044364913963,768.2277533085088,215.96923129820073,736.3094144223131,147.47106494613894
labeled-data,20240610_4141_03,img328.png,456.73457604765855,181.79414881292425,713.968998452133,171.81994259943627,529.7314862760065,199.70010280531287,538.2030989275936,153.2444156611876,718.4742838870723,219.93508755643114,670.331987580843,152.1579859785931
labeled-data,20240610_4141_03,img347.png,428.80505291189564,184.42625046969772,683.1149179199551,178.69265248101146,529.7314862760065,199.8803689988688,479.858178869115,159.09353045401753,642.2216840129142,215.0679003304211,671.0530523550669,152.51851286441735
labeled-data,20240610_4141_03,img398.png,351.45050977671985,181.940376682745,606.3452862640621,172.84353768818156,432.56802995451125,209.25421106377712,435.2586785737869,165.67378459595122,567.5914798807596,208.03751878173986,581.100177760357,131.42737371966126
labeled-data,20240610_4141_03,img421.png,321.76625220310797,176.8224012390188,571.9817368561864,167.14065076517235,368.3932650486004,205.4686209991026,434.8199949643246,165.52755672613046,567.0506372897906,206.4151230397365,506.2897074346465,139.17881454127857
labeled-data,20240610_4141_03,img447.png,285.0630568781002,174.48275532188683,536.5945923595654,165.67837206696487,355.77463149968537,200.06063519242474,389.78179320945236,148.27266808728217,560.3807881282213,209.65991452374323,470.0562025299047,146.56972847707166
labeled-data,20240610_4141_03,img458.png,273.65728303208186,175.21389467099058,524.7501349040848,168.89538520302133,355.4140991125735,200.24090138598064,346.35211587269015,150.75854187423488,518.9195636103576,218.13242562087186,470.23646872346063,145.84866370284794
labeled-data,20240610_4141_03,img523.png,197.472562855472,184.57247833951845,452.65979508245596,167.43310650481385,300.79344246512704,211.5976715800042,269.1438006073351,162.89545506935698,402.6478907719338,206.59538923329245,461.22315904566415,140.0801455090582
labeled-data,20240610_4141_03,img550.png,166.7647101931149,183.25642751113173,418.0037899349385,157.6358392268237,232.29227791129864,205.64888719265855,268.5588891280521,163.33413867881922,403.00842315904566,205.51379207195686,369.8282209179587,132.32869918615324
labeled-data,20240610_4141_03,img629.png,67.62221445464758,173.8978438426039,318.4226284370908,164.06986549893665,175.8689593282928,194.83291557930278,108.00069475865122,152.3670484422631,266.366637441076,201.72820200728233,302.94945210613355,138.27748357349893
labeled-data,20240610_4141_03,img646.png,44.81066676261084,176.23748975973587,294.58748565630884,165.53214419714413,174.78736216695722,195.19344796641462,93.0854520369349,153.97555501029132,219.85795950364633,198.4834105232756,298.8033296543472,137.01562021860744
labeled-data,20240610_4141_03,img685.png,-0.08128927235885186,174.04407171242462,249.54930175151839,153.5414588718428,66.8079094763118,197.3566422890858,92.06185694818966,154.41423861975358,217.6947651809752,198.12287813616376,205.42544139237594,126.92071337947533
labeled-data,20240610_4141_03,img709.png,,,219.2801237735826,151.4942686943523,30.033605990902245,194.8329155793028,92.2080848180104,154.12178288011208,216.4329018260837,197.04128097482817,147.19946087381078,128.18257673436685
labeled-data,20240610_4141_03,img793.png,,,151.57662004657618,157.63583922682372,7.320065602855166,188.52359880484528,,,115.6640989406583,192.8951585230414,132.05710061511274,128.18257673436685
labeled-data,20240610_4141_03,img822.png,,,128.47262107741838,154.41882609076725,5.337137473739951,189.06439738551308,,,74.02260822923866,188.9293022648111,129.17284151821787,127.2812457665872
labeled-data,20240610_4146_11,img029.png,207.63772287912977,200.9583317848527,,,98.59781134725033,208.45391120666454,141.1081429220909,224.1558908207695,38.6563992438538,174.36917525161465,4.738072153516839,237.23328083596397
labeled-data,20240610_4146_11,img040.png,220.72353935604676,197.1095622328183,,,99.64749407609676,208.20166259560335,157.24002116281693,218.58090348757744,71.41144208370139,185.04380974852924,6.931490200828062,237.3795087057847
labeled-data,20240610_4146_11,img079.png,261.0394004136072,198.26419309842862,31.531125208492107,189.99054043284082,192.28718082839734,193.73041887965803,151.42780032608476,221.42770553005852,72.43503717244663,185.48249335799147,70.83306931249503,241.18143332112416
labeled-data,20240610_4146_11,img105.png,292.31511669735,203.5486682130695,63.847484438877466,202.71236510724592,232.61686195062848,202.62667526241137,154.86768612741605,222.02078928890873,75.79827817832384,186.06740483727447,129.90912872007732,233.57758409044527
labeled-data,20240610_4146_11,img148.png,342.6175039156874,204.57226330181473,117.53703177265746,186.4988323884992,229.29559290106724,203.69422602834175,276.80569970722956,221.19047202651845,193.2192632225352,174.0767195119732,132.39500250703003,233.4313562206245
labeled-data,20240610_4146_11,img159.png,354.461961371168,201.501478035579,130.98999579616628,179.33366676728252,233.56579596478883,202.98252551772148,286.05780634529305,220.95323852297835,204.47880919873282,180.36451791426538,134.149736944879,232.84644474134151
labeled-data,20240610_4146_11,img208.png,414.1229322580333,205.59585839055993,187.4339535469751,190.59321274348014,344.4724588697802,208.6761296026836,285.3461058346728,224.5117410760797,207.69582233478928,180.0720621746239,260.63684433982627,230.6530266940303
labeled-data,20240610_4146_11,img214.png,421.87300935853295,208.08173217751266,195.62270533189613,194.39513735881962,341.62565682729917,209.50644686507394,298.39394852937767,228.07024362918102,210.32792399156276,180.36451791426538,261.80666729839226,229.19074799582282
labeled-data,20240610_4146_11,img250.png,466.6187375236819,203.6948960828902,240.66088923668656,186.4988323884992,344.9469258768604,208.6761296026836,416.77345231629795,219.64846873309185,322.48468229399487,185.48249335799156,263.26894599659977,229.33697586564355
labeled-data,20240610_4146_11,img284.png,518.2371755704061,204.5722543767738,283.35942722434504,190.7394406133009,461.0727258597338,198.00062194337963,412.7404827561164,222.37665402380287,323.06959377327786,184.31267039942557,329.65638104513766,239.8653824927374
labeled-data,20240610_4146_11,img339.png,595.7001617527899,205.33409682972908,370.6574833574135,192.7866307907914,484.79607621374265,212.11601540401492,543.9306102137855,221.90218701672268,457.4530061385455,180.07206217462388,397.06742903250256,237.3795087057847
labeled-data,20240610_4146_11,img368.png,638.758042645316,204.26654606379867,406.19085572385535,187.66865534706523,570.9118379987948,195.7469036597488,552.1151660859185,219.7670854848619,461.1087028840642,183.14284744085958,434.6479915764349,244.25221858735986
labeled-data,20240610_4146_11,img371.png,642.9096289572674,204.85962982264886,408.8229573806288,190.0083012641972,580.1639156776904,198.00062194337966,551.7593158306083,219.17400172601168,462.71720945209245,183.28907531068035,445.61508181299104,246.00695302520884
labeled-data,20240610_4146_11,img422.png,720.8408348701864,218.73778977974405,481.35194511155635,205.6546833350172,636.1510225131512,211.64154839693475,650.6856868068252,237.08511676370438,523.6942311673445,175.5389982101807,521.3611183801386,238.40310379452995
labeled-data,20240610_4146_11,img449.png,754.290758869339,212.09525168062157,527.2674962352713,190.00830126419714,640.1839920733327,210.81123113454444,694.0994179546615,229.7308781539616,613.3319153674631,190.30801306207624,526.917777433327,238.2568759247092
labeled-data,20240610_4146_11,img465.png,773.6252894078563,212.68833543947179,546.7158029214308,187.66865534706523,692.4939796039223,201.44050774471094,691.9643164228006,229.3750278986515,614.501738326029,190.1617851922555,564.3521121074385,239.57292675309594
labeled-data,20240610_4146_11,img480.png,784.0635635636202,213.9931197089423,563.6782358206376,196.14987179666863,733.7726092198977,213.3021829217153,692.794633685191,229.61226140219156,615.086649805312,189.43064584315175,622.5508042960962,246.15318089502958
labeled-data,20240610_4146_11,img493.png,794.264604215844,218.619173027974,581.9567195482311,204.33863250663052,724.7577360853743,221.13088853853824,696.3531362382923,230.4425786645819,616.5489285035195,189.72310158279325,668.7588111594526,244.25221858735986
labeled-data,20240610_4146_11,img500.png,799.7209747972661,220.87289131160483,590.5841638676553,208.87169647107373,723.3343350641338,222.3170560562387,701.097806309094,232.22182994113257,646.2331860771314,187.9683671449443,678.1173948279807,243.95976284771834
labeled-data,20240610_4146_11,img561.png,835.6618505835895,213.0441856947819,630.5043723287196,207.70187351250775,758.919360595147,218.8771702549074,753.8822608467638,235.54309899069384,707.2102434925471,198.35054590221742,723.8867180818748,244.2522185873599
labeled-data,20240624_4132_02,img008.png,901.3671329054994,263.23974853940024,1127.3831753635961,232.66742627131805,952.9305530873017,275.60072320996994,1023.8344114778757,234.88051322885332,1147.002985635356,269.548140659481,1066.519608768044,214.8052243005714
labeled-data,20240624_4132_02,img021.png,887.3703561966341,260.27432974514915,1106.1801342395875,231.35137544293133,951.9816190731415,275.4821064581999,1019.0897414070739,233.6943457111529,1108.5450558724992,269.4019127896603,1035.9579839755074,216.99864234788262
labeled-data,20240624_4132_02,img081.png,829.6039980846226,277.7109922553456,1063.042912642467,246.1203902948269,950.795451555441,275.71933996174,871.5305022051388,240.09965030673527,1016.7139536250693,273.2038374049998,1032.5947429696303,218.89960465555237
labeled-data,20240624_4132_02,img121.png,789.7487694898876,292.18223597129105,1019.7594631755255,236.03066727719528,860.8839537137474,284.0225125856431,871.4118854533688,241.04858432089563,1013.935624098475,273.49629314464124,985.5093688873493,213.19671773254316
labeled-data,20240624_4132_02,img156.png,,,981.155305542848,229.59664100508235,834.7882683243377,291.49536794715584,870.2257179356683,241.16720107266568,1002.2373945128152,276.56707841087695,913.8577126751827,220.80056696322208
labeled-data,20240624_4132_02,img178.png,,,965.9476070814902,228.57304591633712,834.4324180690276,291.0209009400757,869.2767839215079,241.28581782443572,931.3168776497523,280.5152308960372,878.7630239182031,216.26750299877887
labeled-data,20240624_4132_02,img228.png,,,955.5654283242171,231.49760331275206,834.6696515725675,290.90228418830566,771.5365804629914,248.64005643417843,901.0477085968574,279.19918006765045,878.3243403087408,219.0458325253731
labeled-data,20240624_4132_02,img262.png,694.9739848256222,288.3864999146496,932.0227412830766,229.4504131352616,831.9414662818566,291.49536794715584,744.0174940523412,245.0815538810771,881.014490431415,276.2746226712355,879.2017075276652,219.0458325253731
labeled-data,20240624_4132_02,img308.png,638.3937942313112,268.9333526243624,888.4468360764935,242.17223780966668,712.3757804976519,279.27784251484127,743.7802605488012,244.96293712930705,851.330232857803,272.03401444643373,875.6922386519673,216.70618660824113
labeled-data,20240624_4132_02,img339.png,605.2997204874688,267.6285683548919,851.8898686213064,242.02600993984592,655.4397396480308,275.71933996174,742.2382427757906,244.96293712930705,847.8207639821051,273.3500652748205,767.7760707242553,224.31003583892004
labeled-data,20240624_4132_02,img353.png,581.4577533816898,271.1870709079932,829.9556881481942,239.39390828307245,644.6456152369568,275.12625620288975,711.397887315579,238.67624928549475,843.4339278874826,275.10479971266943,762.2194116710668,230.74406211103297
labeled-data,20240624_4132_02,img387.png,524.8775627873787,268.81473587259234,777.8985664920078,249.62985917052484,644.4083817334167,275.12625620288975,579.2588258437496,236.18529749832382,726.1591762912425,282.5624210735277,761.4882723219631,230.74406211103297
labeled-data,20240624_4132_02,img478.png,374.47152154296253,261.3418805110795,624.9442503596686,235.8844394073745,451.06310530741234,263.97628153650555,473.92715027195027,214.35981517263565,604.3513964307227,278.46804071854666,562.033493586626,223.14021288035403
labeled-data,20240624_4132_02,img563.png,216.47400818526356,255.88550992965753,466.2870116041569,231.64383118257282,263.4114184867862,267.4161673378369,349.7354401278819,236.89699800894408,465.14246436137046,265.8924439139624,374.423136606606,217.5835538271656
labeled-data,20240624_4132_02,img603.png,143.76194659001837,263.5955987947104,394.05044391270724,243.19583289841194,255.58271286996325,268.0092510966871,199.92247540252396,231.2033939239819,327.9807224695086,276.4208505410562,359.94657749435197,222.26284566142954
labeled-data,20240624_4132_02,img641.png,99.04343117271168,235.4834286252099,341.55463864705865,249.92231491016636,173.2626943813445,272.5166876639487,173.11508950249393,234.28742947000305,281.77271560615213,272.7651537955374,333.4793330567965,220.36188335375988
labeled-data,20240624_4132_02,img681.png,51.596732274641965,202.5079716331376,283.06349071875934,244.51188372679866,85.72353157505182,236.5758118776255,168.84488643877233,232.98264520053257,274.60754998493553,274.2274324937449,199.3883675061295,220.50811122358056
labeled-data,20240624_4132_02,img716.png,,,231.44504374699434,257.8186198804867,84.41874730558133,235.86411136700525,53.78664084172537,190.5178480668568,159.23376962140603,279.9303194167542,196.17135437007306,227.38082110515572
labeled-data,20240624_4132_02,img737.png,,,200.88341895445797,255.18651822371322,80.97886150425005,235.15241085638496,17.371298048321773,190.28061456331668,104.5445463084462,253.17061923955714,195.58644289079007,227.9657325844387
labeled-data,20240624_4132_02,img783.png,,,137.8592115242359,233.54479349024248,,,,,102.93603974041798,253.02439136973638,84.8919510146342,201.79094388652487
labeled-data,20240624_4135_03,img083.png,1046.7688173263055,204.3611842896978,,,1127.7205730966405,233.37079435155292,1132.801826427498,188.24566825172516,1256.8481761992728,239.25332103908957,,
labeled-data,20240624_4135_03,img104.png,999.1785422275402,201.296658999247,1232.7717360286117,205.12822547376817,1046.7810521900283,218.4087002864108,1130.0978335241591,187.8851358646133,1248.8056433591316,239.25332103908957,1181.5827562138763,181.36837653563288
labeled-data,20240624_4135_03,img161.png,852.261594479458,209.40864871183908,1094.5460424859862,211.12837615809434,961.6954088316297,228.32334093198688,901.1597677081293,191.6707259292878,1041.6007518231315,231.9419275480521,1112.3605378883994,176.86172169673463
labeled-data,20240624_4135_03,img206.png,740.6768206683379,201.47693619537822,978.7653570588029,199.128074789442,792.0649206955002,219.3100312541904,860.0590755773774,184.64034438060656,994.6616056106711,233.4042062462596,905.5952138797488,179.5657146000736
labeled-data,20240624_4135_03,img233.png,672.1756671170846,209.40864871183908,915.2082053655699,206.4615922925073,790.6227911470528,218.94949886707855,727.7436895073253,184.09954579993877,851.9432046656209,239.39954890891028,906.4965448475284,180.28677937429728
labeled-data,20240624_4135_03,img255.png,621.5208667278685,213.37450497006955,866.0958608753444,215.1284766143118,723.0229685635794,231.56813241599363,679.7928820214481,192.21152450995558,809.2446666779624,234.13534559536333,878.9158172334711,176.50118930962276
labeled-data,20240624_4135_03,img277.png,574.4713902097709,212.6534401958458,817.8413053435434,210.28581047152198,631.0872098500555,228.50360712554283,678.5310186665566,191.85099212284373,806.4663371513682,233.40420624625963,786.9801025302485,179.74598079362949
labeled-data,20240624_4135_03,img301.png,519.1296687881007,215.17716690562887,759.9563304797617,205.89699065603034,579.3508122995038,230.48653525465804,632.0223407291269,186.80353870327775,756.1639499330307,231.64947180841057,688.0139622680434,187.1368947294226
labeled-data,20240624_4135_03,img314.png,488.30414969003687,218.60222458319151,735.2840461115926,208.7437926985114,578.810013718836,230.12600286754616,560.8171942745348,187.34433728394555,691.5312671724237,248.02699322833442,688.915293235823,190.56195240698526
labeled-data,20240624_4135_03,img380.png,358.15195794265594,209.76918109895098,604.5683856610037,217.7586658330348,407.9176622278153,230.486535254658,470.32356510945846,199.42217225219275,597.5067468776825,242.47033417514598,553.895914262432,190.56195240698526
labeled-data,20240624_4135_03,img399.png,319.21446013457523,211.39157684095431,559.612636740157,212.77676225869294,376.73161074263953,230.3062690611021,435.35192355960817,190.9496611550641,557.1478548071559,242.03165056568372,480.5275734851689,189.48035524564972
labeled-data,20240624_4135_03,img429.png,265.495123452333,214.09556974429324,505.7606314365569,221.67301864144625,376.37107835552763,230.48653525465804,325.5698116840473,189.68779780017258,422.47198670224685,248.31944896797592,475.4801200656029,192.90541292321234
labeled-data,20240624_4135_03,img469.png,203.30328117424983,209.58891490539503,447.87565657277526,223.33365316622684,267.49030845032166,233.010261964441,292.04029968264445,191.6707259292878,403.31613575572885,245.24866370174024,427.34902438101915,184.97370040675145
labeled-data,20240624_4135_03,img487.png,178.06601407641975,203.45986432449345,419.1704026444245,217.99589933657484,219.90003335155635,225.07854944798015,291.4995011019767,191.4904597357319,399.07552753092716,245.10243583191948,359.38866941043386,185.51449898741924
labeled-data,20240624_4135_03,img493.png,168.87243820506737,203.64013051804938,408.73212848866063,214.9118637905537,206.74059021939823,223.45615370597682,289.69683916641736,192.39179070351153,398.49061605164417,245.10243583191948,330.9066108285971,184.6131680196396
labeled-data,20240624_4135_03,img532.png,108.1227302890583,211.3915768409543,344.5604947402345,209.92996021621184,202.95500015472373,223.09562131886497,160.98677146619633,188.24566825172514,275.512977532395,245.8335751810232,306.93120708565846,187.49742711653442
labeled-data,20240624_4135_03,img563.png,77.11694293445558,195.70841800158854,304.70526614549965,217.75866583303477,144.54875344260267,225.61934802864795,140.25615920726446,185.18114296127436,226.67287793730588,235.01271281428782,299.7205593434213,184.6131680196396
labeled-data,20240624_4135_03,img600.png,44.84929428794427,181.10685632355825,257.139934206128,210.04857696798192,82.17665322289498,211.1980525441736,138.27323107814925,184.64034438060656,223.89454841071168,235.45139642375005,168.8472918192414,175.41959214828722
labeled-data,20240624_4135_03,img626.png,36.016250803703734,166.86582703263986,229.50223104370764,209.81134346444182,81.45558844867126,211.01778635061768,89.78162019797759,163.5491997345631,163.50243371222223,238.66840955980652,161.99718196540377,178.48411743873797
labeled-data,20240624_4135_03,img653.png,32.951725513252946,161.09730883885013,215.14961855911625,217.87728258480485,78.21079696466454,208.49405964083468,80.04724574595741,168.95718554124096,121.82749081330898,225.65412914575984,161.81691577184785,178.30385124518205
